Person ID,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,No of hours,Approximated Social Grade
7906533,E12000007,H,2,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,,-9
7905198,E12000007,H,2,1,2,2,1,1,1,1,4,2,6,-9,-9,-9,,2
7906148,E12000007,H,2,1,1,1,1,1,1,2,2,2,-9,-9,-9,-9,,-9
7904945,E12000007,H,2,1,2,1,1,1,1,2,3,4,-9,-9,-9,-9,,-9
7904789,E12000007,H,1,1,1,5,1,2,1,5,1,1,8,9,4,-9,,4
7904940,E12000007,H,5,1,1,2,1,1,2,1,4,2,4,-9,-9,-9,,2
7905178,E12000007,H,5,1,2,7,1,2,2,3,4,2,5,6,11,-9,,4
7905505,E12000007,H,5,1,2,1,1,1,1,1,4,9,-9,-9,-9,-9,,-9
7905560,E12000007,H,5,1,1,1,1,1,1,1,4,2,-9,-9,-9,-9,,-9
7906788,E12000007,H,1,1,2,8,5,2,2,3,1,2,5,6,10,-9,,4
7906880,E12000007,H,5,1,2,3,1,2,1,2,1,1,7,7,4,-9,,4
7905166,E12000007,H,2,1,1,1,1,1,2,1,1,1,-9,-9,-9,-9,,-9
7905182,E12000007,H,5,1,2,4,1,2,1,2,1,1,3,1,12,-9,,1
7906186,E12000007,H,5,1,2,1,1,1,1,1,2,1,-9,-9,-9,-9,,-9
7905900,E12000007,H,2,1,2,4,2,2,1,1,1,2,7,3,2,-9,,1
7906394,E12000007,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7906212,E12000007,H,2,1,2,4,2,2,1,1,3,4,7,3,10,-9,,2
7906106,E12000007,H,1,1,2,8,5,2,1,3,1,2,5,4,9,-9,,2
7904846,E12000007,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,,-9
7904941,E12000007,H,1,1,2,2,1,1,2,2,1,1,6,7,4,-9,,2
7904961,E12000007,H,2,1,2,4,2,2,2,1,4,2,7,-9,-9,-9,,4
7905430,E12000007,H,2,1,2,3,1,2,1,1,1,1,3,4,6,-9,,2
7905766,E12000007,H,2,1,1,8,2,2,2,3,3,3,5,5,5,-9,,4
7906331,E12000007,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,,-9
7906910,E12000007,H,5,1,2,2,1,2,2,1,1,2,3,-9,-9,-9,,3
7906610,E12000007,H,2,1,2,6,2,2,1,1,1,2,5,2,10,-9,,1
7907479,E12000007,H,1,1,1,3,1,1,2,2,3,2,6,9,6,-9,,2
7907124,E12000007,H,1,1,1,2,1,1,2,1,1,6,6,-9,-9,-9,,2
7905212,E12000007,H,6,1,2,5,5,2,1,3,1,1,9,9,8,-9,,4
7906700,E12000007,H,5,1,2,4,4,2,2,3,1,6,7,-9,-9,-9,,4
7906643,E12000007,H,2,1,2,6,2,2,1,2,1,2,5,6,12,-9,,2
7906126,E12000007,H,3,1,1,3,1,1,2,1,1,1,6,3,8,-9,,2
7906042,E12000007,H,3,1,2,1,1,1,1,1,2,1,-9,-9,-9,-9,,-9
7905235,E12000007,H,4,1,2,1,1,1,1,1,4,2,-9,-9,-9,-9,,-9
7904903,E12000007,H,2,1,1,7,2,2,1,3,1,9,5,5,3,-9,,4
7909373,E12000007,H,1,1,1,8,5,2,1,3,1,2,5,8,2,-9,,4
7908806,E12000007,H,5,1,2,4,3,2,2,1,4,2,3,9,6,-9,,4
7907974,E12000007,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7908893,E12000007,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,,-9
7908830,E12000007,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7908003,E12000007,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,,-9
7908840,E12000007,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,,-9
7907976,E12000007,H,5,1,1,1,1,2,1,1,4,2,-9,-9,-9,-9,,-9
7908199,E12000007,H,1,1,2,8,4,2,2,2,1,9,5,2,11,-9,,2
7908803,E12000007,H,1,1,2,6,4,2,1,2,1,2,5,6,11,-9,,4
7908866,E12000007,H,2,1,2,1,1,1,2,2,3,6,-9,-9,-9,-9,,-9
7908194,E12000007,H,1,1,1,7,4,2,1,3,1,2,5,1,12,-9,,2
